AREA_NM,EXPRN_GOODS_CD,EXPRN_GOODS_NM,EXPRN_GOODS_ADDR,EXPRN_GOODS_RNEWL_DE
경남 양산시,51843,[경남 양산] 리틀히어로ZOO 양산점 2월★,경남 양산시 물금읍 범구로 14,20240131
경남 양산시,51846,[경남 양산] 히어로스포츠파크 2월,경남 양산시 물금읍 범구로 14,20240131
경남 양산시,52524,[경남 양산] 리틀히어로ZOO 양산점 3월★,경남 양산시 물금읍 범구로 14,20240131
경남 양산시,52533,[경남 양산] 히어로스포츠파크 3월,경남 양산시 물금읍 범구로 14,20240131
경남 양산시,52534,[경남 양산] 잭슨나인스 키즈카페 양산점,경남 양산시 물금읍 증산역로 177,20240131
경남 양산시,53928,[경남 양산] 리틀히어로ZOO 양산점 4월,경남 양산시 물금읍 범구로 14,20240131
경남 양산시,53931,[경남 양산] 히어로스포츠파크 4월,경남 양산시 물금읍 범구로 14,20240131
경남 양산시,55096,[경남 양산] 잭슨나인스 키즈카페 양산점,경남 양산시 물금읍 증산역로 177,20240131
경남 양산시,55144,[경남 양산] 리틀히어로ZOO 양산점 5월,경남 양산시 물금읍 범구로 14,20240131
경남 양산시,56191,[경남 양산] 잭슨나인스 키즈카페 양산점,경남 양산시 물금읍 증산역로 177,20240131
경남 양산시,56584,[경남 양산] 리틀히어로ZOO 양산점 6월★,경남 양산시 물금읍 범구로 14,20240131
경남 양산시,58062,[경남 양산] 리틀히어로ZOO 양산점 7월,경남 양산시 물금읍 범구로 14,20240131
경남 양산시,60129,[경남 양산] 리틀히어로ZOO 양산점 (~10/31),경남 양산시 물금읍 범구로 14,20240131
경남 양산시,62654,[경남 양산] 리틀히어로ZOO 양산점 (~12/31),경남 양산시 물금읍 범구로 14,20240131
경남 양산시,78680,[★] 잭슨나인스 키즈카페 양산점,경남 양산시 물금읍 증산역로 177,20240131
경남 양산시,78899,[경남 양산] 잭슨나인스 양산점 한정특가,경남 양산시 물금읍 증산역로 177,20240131
경남 양산시,79236,[양산] 온가족이 함께즐기는 잭슨나인스 실내 키즈테마파크,경남 양산시 물금읍 증산역로 177,20240131
경남 진주시,44441,[경남 진주] 캠프VR 진주점,"경남 진주시 동진로 28, 엠코어빌딩 3층",20240131
경남 진주시,48232,[경남 진주] 미스터힐링 : 힐링카페,경남 진주시 진양호로531번길 10,20240131
경남 진주시,48313,[경남 진주] 캠프VR 진주점,경남 진주시 동진로 28,20240131
경남 진주시,49521,[경남 진주] 타요키즈카페 롯데진주점,경남 진주시 동진로 440,20240131
경남 진주시,49801,[경남 진주] 리프패럿 앵무새 : 이색키즈카페 진주점,경남 진주시 범골로37번길 8-3,20240131
경남 진주시,50517,[경남 진주] 캠프VR 진주점,경남 진주시 동진로 28,20240131
경남 진주시,52275,[경남 진주] 캠프VR 진주점,경남 진주시 동진로 28,20240131
경남 진주시,64507,[경남] 미스터힐링 : 힐링카페 진주점,경남 진주시 진양호로531번길 10,20240131
경남 창원시,34937,[경남 창원] 타겟존 : 경남대점,경남 창원시 마산합포구 해안대로 1,20240131
경남 창원시,37185,[경남 창원] 창원 합성동 캠프 VR,경남 창원시 마산회원구 합성옛길 126,20240131
경남 창원시,42225,[경남 창원] 미스터힐링 창원점,경남 창원시 성산구 마디미로31번길 9,20240131
경남 창원시,45399,[창원 상남동] 이스케이프탑 방탈출 창원점,"경남 창원시 성산구 마디미로 10, 9층 이스케이프탑",20240131
경남 창원시,47956,[창원 상남동] 이스케이프탑 방탈출 창원점 특가 ★,"경남 창원시 성산구 마디미로 10, 9층 이스케이프탑",20240131
경남 창원시,48345,[경남 창원] 캠프VR 창원점,경남 창원시 마산회원구 합성옛길 126,20240131
경남 창원시,48616,[경남 창원] 타카 플레이 : 슬라임카페,경남 창원시 의창구 창원대로 415,20240131
경남 창원시,49470,★특가 [경남 창원] 세코 상상체험 레이싱 키즈월드 : 실내키즈체험,경남 창원시 의창구 원이대로 362,20240131
경남 창원시,49804,[경남 진해] 리프패럿 : 이색키즈카페,경남 창원시 진해구 냉천북로4번길 12-1,20240131
경남 창원시,49977,[경남 창원] 리프패럿 앵무새 키즈카페 마산점,경남 창원시 마산회원구 내서읍 삼계숲길 153,20240131
경남 창원시,49985,[경남 창원] 리프패럿 앵무새 키즈카페 창원점,경남 창원시 의창구 용동로57번안길 9-3,20240131
경남 창원시,50519,[경남 창원] 캠프VR 창원점,경남 창원시 마산회원구 합성옛길 126,20240131
경남 창원시,51848,[경남 창원] 잭슨나인스 키즈카페 창원점,경남 창원시 의창구 북면 신촌본포로 5-16,20240131
경남 창원시,52291,[경남 창원] 캠프VR 창원점 3~4월,경남 창원시 마산회원구 합성옛길 126,20240131
경남 창원시,52548,[경남 창원] 잭슨나인스 키즈카페 창원점 3월,경남 창원시 의창구 북면 신촌본포로 5-16,20240131
경남 창원시,55089,[경남 창원] 잭슨나인스 키즈카페 창원점 5월,경남 창원시 의창구 북면 신촌본포로 5-16,20240131
경남 창원시,56573,[창원] 온가족이 함께즐기는 잭슨나인스 실내 키즈테마파크,경남 창원시 의창구 북면 신촌본포로 5-16,20240131
경남 창원시,64456,[경남 창원] 힐링카페 미스터힐링 창원점,경남 창원시 성산구 마디미로31번길 9,20240131
경남 창원시,78698,[★] 잭슨나인스 키즈카페 창원점,경남 창원시 의창구 북면 신촌본포로 5-16,20240131
경남 통영시,49799,[경남 통영] 리프패럿 : 키즈카페,경남 통영시 광도면 죽림해안로 10,20240131
경남 통영시,65206,[통영인기]  VR존 이용권,경남 통영시 세병로 32,20240131
경남 통영시,65208,[통영인기] 어드벤처타워 이용권,경남 통영시 발개로 172-12,20240131
경남 하동군,36089,[경남 하동] 레일바이크,경남 하동군 북천면 경서대로 2446-6,20240131
경복궁,10031374,[경복궁] 해와달 한복,대한민국 서울특별시 종로구 사직로 127-14,20240131
경북 경주,10001552,[경북 경주] 경주월드 1월 특가,대한민국 경상북도 경주시 보문로 544,20240131
경북 경주,10001942,[경북 경주] 돌담길 한복 특가,대한민국 경상북도 경주시 황남동 포석로 일대,20240131
경북 경주,10006073,[경북 경주] 경주월드 2월,대한민국 경상북도 경주시 보문로 544,20240131
경북 경주,10010924,[경북 경주] 경주월드 3월 커플&패밀리권 단독특가,대한민국 경상북도 경주시 보문로 544,20240131
경북 경주,10018101,[경북 경주] 슈퍼윙스 키즈카페 경주점,대한민국 경상북도 경주시 용강동 800-11,20240131
경북 경주,10032747,[경북 경주] 한복대여 한복나드리,대한민국 경상북도 경주시 사정동 128-5,20240131
경북 경주시,20538,[경북 경주] 한복대여 한복동이,경북 경주시 포석로1092번길 26-4,20240131
경북 경주시,32202,[경북 경주]한복 나드리,경북 경주시 포석로 1079,20240131
경북 경주시,36997,[경북 경주] 밀레니엄 VR,경북 경주시 보문로 507,20240131
경북 경주시,40359,[경북 경주] vr 스튜디오,경북 경주시 보문로 407,20240131
경북 경주시,42434,[경북 경주] 캠프VR 경주 밀레니엄,경북 경주시 보문로 507,20240131
경북 경주시,42934,[경북 경주] 키덜트 뮤지엄 : 이색전시,경북 경주시 보문로 132-16,20240131
경북 경주시,43955,[경북 경주] 개화기의상 대여 황남양장점,경북 경주시 사정로57번길 14,20240131
경북 경주시,44719,[경북 경주] 히어로 플레이파크 경주점♡,경북 경주시 강변로 200,20240131
경북 경주시,45738,[경북 경주] 한복나드리,경북 경주시 포석로 1079,20240131
경북 경주시,45752,[경북 경주] 캠프VR 경주 밀레니엄,경북 경주시 보문로 507,20240131
경북 경주시,46021,[경북 경주] 경주 버드파크,경북 경주시 보문로 74-14,20240131
경북 경주시,46412,[경북 경주] 한복한 하루 한복대여,경북 경주시 포석로1050번길 51,20240131
경북 경주시,48242,[경북 경주] 캠프VR 경주 밀레니엄,경북 경주시 보문로 507,20240131
경북 경주시,48352,[경북 경주] 하이코 키즈월드,경북 경주시 보문로 507,20240131
경북 경주시,48651,[경북 경주] 히어로 키즈파크 경주점,경북 경주시 강변로 200,20240131
경북 경주시,49228,[경북 경주] 히어로 플레이파크 경주점,경북 경주시 강변로 200,20240131
경북 경주시,49418,[경북 경주] 눈썰매장+빙어잡기체험 : 실외키즈체험,경북 경주시 양남면 동남로 856,20240131
경북 경주시,50313,[경북 경주] 캠프VR 경주밀레니엄점,경북 경주시 보문로 507,20240131
경북 경주시,50525,[경북 경주] 히어로 플레이파크 경주점_1월★,경북 경주시 강변로 200,20240131
경북 경주시,51200,[경북 경주] 경주 블루원 헬로마이디노 키즈카페,경북 경주시 천군동 98-2,20240131
경북 경주시,51351,[경북 경주] 경주 놀거리&볼거리 천국 블루원 헬로마이디노+키덜트뮤지엄,경북 경주시 천군동 98-2,20240131
경북 경주시,51677,[경북 경주] CM 스포츠타운 롤러장 경주점,경북 경주시 광중길 97-1,20240131
경북 경주시,51842,[경북 경주] 히어로 플레이파크 경주점 2월,경북 경주시 강변로 200,20240131
경북 경주시,52296,[경북 경주] 캠프VR 경주밀레니엄점,경북 경주시 보문로 507,20240131
경북 경주시,52528,[경북 경주] 히어로 플레이파크 경주점 3월,경북 경주시 강변로 200,20240131
경북 경주시,52784,[경북 경주] 가볼만한곳 경주 키덜트뮤지엄,경북 경주시 보문로 132-16,20240131
경북 경주시,53920,[경북 경주] 히어로 플레이파크 경주점 4월,경북 경주시 강변로 200,20240131
경북 경주시,54246,[경북 경주] 경주 블루원 헬로마이디노 키즈카페,경북 경주시 천군동 98-2,20240131
경북 경주시,54247,[경북 경주] 경주 블루원 헬로마이디노+키덜트뮤지엄,경북 경주시 천군동 98-2,20240131
경북 경주시,54803,[경북 경주] 캠프VR 경주밀레니엄점,경북 경주시 보문로 507,20240131
경북 경주시,55116,[경북 경주] 히어로 플레이파크 경주점 5월,경북 경주시 강변로 200,20240131
경북 경주시,56583,[경북 경주] 히어로 플레이파크 경주점 6월,경북 경주시 강변로 200,20240131
경북 경주시,57478,[경북 경주] 캠프VR 경주밀레니엄점,경북 경주시 보문로 507,20240131
경북 경주시,57804,[경북 경주] 경주 버드파크,경북 경주시 보문로 74-14,20240131
경북 경주시,58061,[경북 경주] 히어로 플레이파크 경주점 7월,경북 경주시 강변로 200,20240131
경북 경주시,59299,[경북 경주] 캠프VR 경주밀레니엄점,경북 경주시 보문로 507,20240131
경북 경주시,60116,[경북 경주] 히어로 플레이파크 경주점 (~10/31),경북 경주시 강변로 200,20240131
경북 경주시,61881,[경북 경주] 캠프VR 경주밀레니엄점,경북 경주시 보문로 507,20240131
경북 경주시,62649,[경북 경주] 히어로 플레이파크(~12/31),경북 경주시 강변로 200,20240131
경북 경주시,64128,[경북 경주] 캠프VR 경주밀레니엄점,경북 경주시 보문로 507,20240131
경북 경주시,65581,[경북 경주] 캠프VR 경주밀레니엄점,경북 경주시 보문로 507,20240131
경북 경주시,67517,[경북 경주] 캠프VR 경주밀레니엄점,경북 경주시 보문로 507,20240131
경북 경주시,67567,[경북 경주] 캠프VR 경주밀레니엄점,경북 경주시 보문로 507,20240131
경북 경주시,73877,[경북 경주] 캠프VR 경주밀레니엄점,경북 경주시 보문로 507,20240131
경북 경주시,74117,[경북 경주] 경주 버드파크 8월,경북 경주시 보문로 74-14,20240131
경북 경주시,75151,[경북 경주] 캠프VR 경주밀레니엄점 (8/23~10/31),경북 경주시 보문로 507,20240131
경북 경주시,75405,[경북 경주] 경주 버드파크 입장권,경북 경주시 보문로 74-14,20240131
경북 경주시,77888,[경북 경주] 경주 버드파크 (~12/31),경북 경주시 보문로 74-14,20240131
경북 경주시,77892,[경북 경주] 캠프VR 경주밀레니엄점(11/1~12/31),경북 경주시 보문로 507,20240131
경북 경주시,78702,[★] 캠프VR 경주밀레니엄점(~12/31),경북 경주시 보문로 507,20240131
경북 경주시,80188,[경북 경주] 캠프 vr 경주밀레니엄점(22/1/1~2/28),경북 경주시 보문로 507,20240131
경북 경주시,81573,[경북 경주] 캠프VR 경주밀레니엄점(~7/15),경북 경주시 보문로 507,20240131
경북 경주시,82604,[경주] 키덜트뮤지엄,경북 경주시 보문로 132-16,20240131
경북 경주시,85581,[★] [경북 경주] 캠프VR 경주밀레니엄점,경북 경주시 보문로 507,20240131
경북 경주시,88110,[경북 경주] 캠프VR 경주밀레니엄점(~9/30),경북 경주시 보문로 507,20240131
경북 경주시,91202,[경북] 경주 하이코 상상체험 키즈월드,경북 경주시 보문로 507 1층 전시장,20240131
경북 구미,10026088,[경북 구미] 바운스 트램폴린 구미홈플러스센터/키즈카페,대한민국 경상북도 구미시 구미대로 174,20240131
경북 구미,10033066,[경북 구미] 바운스 트램폴린 구미홈플러스센터/키즈카페(7/21~),대한민국 경상북도 구미시 구미대로 174,20240131
경북 구미,10037754,[경북 구미] 바운스 트램폴린 구미홈플러스센터/키즈카페(8/16~),대한민국 경상북도 구미시 구미대로 174,20240131
